"numberOfHits","database","id","symbol","name","synonyms__001","synonyms__002","synonyms__003","synonyms__004","synonyms__005","synonyms__006","synonyms__007","synonyms__008","synonyms__009","type","taxonId","databaseSubset","parentId","proteome","pageInfo","facet"
"","UniProtKB","P17010","ZFX","Zinc finger X-chromosomal protein","ZFX","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17017","ZNF14","Zinc finger protein 14","ZNF14","GIOT4","KOX6","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P17026","ZNF22","Zinc finger protein 22","ZNF22","KOX15","KROX26","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P20393","NR1D1","Nuclear receptor subfamily 1 group D member 1","NR1D1","EAR1","HREV","THRAL","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P22415","USF1","Upstream stimulatory factor 1","USF1","BHLHB11","USF","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P23511","NFYA","Nuclear transcription factor Y subunit alpha","NFYA","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P28702","RXRB","Retinoic acid receptor RXR-beta","RXRB","NR2B2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P31268","HOXA7","Homeobox protein Hox-A7","HOXA7","HOX1A","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P35869","AHR","Aryl hydrocarbon receptor","AHR","BHLHE76","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P36402","TCF7","Transcription factor 7","TCF7","TCF1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P37231","PPARG","Peroxisome proliferator-activated receptor gamma","PPARG","NR1C3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P43354","NR4A2","Nuclear receptor subfamily 4 group A member 2","NR4A2","NOT","NURR1","TINUR","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P47902","CDX1","Homeobox protein CDX-1","CDX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P48436","SOX9","Transcription factor SOX-9","SOX9","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P49640","EVX1","Homeobox even-skipped homolog protein 1","EVX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P50548","ERF","ETS domain-containing transcription factor ERF","ERF","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P51508","ZNF81","Zinc finger protein 81","ZNF81","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52630","STAT2","Signal transducer and activator of transcription 2","STAT2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52736","ZNF133","Zinc finger protein 133","ZNF133","ZNF150","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52740","ZNF132","Zinc finger protein 132","ZNF132","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52951","GBX2","Homeobox protein GBX-2","GBX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P55055","NR1H2","Oxysterols receptor LXR-beta","NR1H2","LXRB","NER","UNR","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P55317","FOXA1","Hepatocyte nuclear factor 3-alpha","FOXA1","HNF3A","TCF3A","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P56178","DLX5","Homeobox protein DLX-5","DLX5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P61244","MAX","Protein max","MAX","BHLHD4","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P61296","HAND2","Heart- and neural crest derivatives-expressed protein 2","HAND2","BHLHA26","DHAND","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P61371","ISL1","Insulin gene enhancer protein ISL-1","ISL1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P78337","PITX1","Pituitary homeobox 1","PITX1","BFT","PTX1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P84550","SKOR1","SKI family transcriptional corepressor 1","SKOR1","CORL1","FUSSEL15","LBXCOR1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q00444","HOXC5","Homeobox protein Hox-C5","HOXC5","HOX3D","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01538","MYT1","Myelin transcription factor 1","MYT1","KIAA0835","KIAA1050","MTF1","MYTI","PLPB1","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01851","POU4F1","POU domain, class 4, transcription factor 1","POU4F1","BRN3A","RDC1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q02447","SP3","Transcription factor Sp3","SP3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q03924","ZNF117","Zinc finger protein 117","ZNF117","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q03933","HSF2","Heat shock factor protein 2","HSF2","HSTF2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q05195","MXD1","Max dimerization protein 1","MXD1","MAD","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q06330","RBPJ","Recombining binding protein suppressor of hairless","RBPJ","IGKJRB","IGKJRB1","RBPJK","RBPSUH","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q1XH10","SKIDA1","SKI/DACH domain-containing protein 1","SKIDA1","C10orf140","DLN1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q2M1V0","ISX","Intestine-specific homeobox","ISX","RAXLX","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q3KP31","ZNF791","Zinc finger protein 791","ZNF791","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0C6A0","ZGLP1","GATA-type zinc finger protein 1","ZGLP1","GLP1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CG31","ZNF286B","Putative zinc finger protein 286B","ZNF286B","ZNF286C","ZNF286L","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CH99","ZNF705D","Zinc finger protein 705D","ZNF705D","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P0CJ87","DUX4L4","Double homeobox protein 4-like protein 4","DUX4L4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P10070","GLI2","Zinc finger protein GLI2","GLI2","THP","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P10071","GLI3","Transcriptional activator GLI3","GLI3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P10072","ZNF875","Zinc finger protein 875","ZNF875","HKR1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P10827","THRA","Thyroid hormone receptor alpha","THRA","EAR7","ERBA1","NR1A1","THRA1","THRA2","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O00470","MEIS1","Homeobox protein Meis1","MEIS1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O14529","CUX2","Homeobox protein cut-like 2","CUX2","CUTL2","KIAA0293","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O14896","IRF6","Interferon regulatory factor 6","IRF6","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15060","ZBTB39","Zinc finger and BTB domain-containing protein 39","ZBTB39","KIAA0352","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15062","ZBTB5","Zinc finger and BTB domain-containing protein 5","ZBTB5","KIAA0354","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15350","TP73","Tumor protein p73","TP73","P73","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15499","GSC2","Homeobox protein goosecoid-2","GSC2","GSCL","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43296","ZNF264","Zinc finger protein 264","ZNF264","KIAA0412","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43313","ATMIN","ATM interactor","ATMIN","KIAA0431","ZNF822","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43524","FOXO3","Forkhead box protein O3","FOXO3","FKHRL1","FOXO3A","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43680","TCF21","Transcription factor 21","TCF21","BHLHA23","POD1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O60479","DLX3","Homeobox protein DLX-3","DLX3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75123","ZNF623","Zinc finger protein 623","ZNF623","KIAA0628","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75364","PITX3","Pituitary homeobox 3","PITX3","PTX3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75437","ZNF254","Zinc finger protein 254","ZNF254","BMZF5","ZNF539","ZNF91L","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O75603","GCM2","Chorion-specific transcription factor GCMb","GCM2","GCMB","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O94892","ZNF432","Zinc finger protein 432","ZNF432","KIAA0798","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O94916","NFAT5","Nuclear factor of activated T-cells 5","NFAT5","KIAA0827","TONEBP","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95409","ZIC2","Zinc finger protein ZIC 2","ZIC2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95644","NFATC1","Nuclear factor of activated T-cells, cytoplasmic 1","NFATC1","NFAT2","NFATC","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95785","WIZ","Protein Wiz","WIZ","ZNF803","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O95948","ONECUT2","One cut domain family member 2","ONECUT2","HNF6B","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P04637","TP53","Cellular tumor antigen p53","TP53","P53","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86T24","ZBTB33","Transcriptional regulator Kaiso","ZBTB33","KAISO","ZNF348","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86TJ5","ZNF554","Zinc finger protein 554","ZNF554","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86UQ0","ZNF589","Zinc finger protein 589","ZNF589","SZF1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86V15","CASZ1","Zinc finger protein castor homolog 1","CASZ1","CST","SRG","ZNF693","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86YE8","ZNF573","Zinc finger protein 573","ZNF573","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8IVH2","FOXP4","Forkhead box protein P4","FOXP4","FKHLA","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8IWY8","ZSCAN29","Zinc finger and SCAN domain-containing protein 29","ZSCAN29","ZNF690","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NHV9","RHOXF1","Rhox homeobox family member 1","RHOXF1","OTEX","PEPP1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8NHW3","MAFA","Transcription factor MafA","MAFA","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TAQ5","ZNF420","Zinc finger protein 420","ZNF420","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TAW3","ZNF671","Zinc finger protein 671","ZNF671","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TBC5","ZSCAN18","Zinc finger and SCAN domain-containing protein 18","ZSCAN18","ZNF447","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TD23","ZNF675","Zinc finger protein 675","ZNF675","TIZ","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TF20","ZNF721","Zinc finger protein 721","ZNF721","KIAA1982","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8WTR7","ZNF473","Zinc finger protein 473","ZNF473","KIAA1141","ZFP100","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8WUU4","ZNF296","Zinc finger protein 296","ZNF296","ZNF342","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8WYA1","ARNTL2","Aryl hydrocarbon receptor nuclear translocator-like protein 2","ARNTL2","BHLHE6","BMAL2","CLIF","MOP9","PASD9","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92731","ESR2","Estrogen receptor beta","ESR2","ESTRB","NR3A2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92988","DLX4","Homeobox protein DLX-4","DLX4","BP1","DLX7","DLX8","DLX9","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZN11","ZNF793","Zinc finger protein 793","ZNF793","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZNA1","ZNF836","Zinc finger protein 836","ZNF836","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZS27","ZNF662","Zinc finger protein 662","ZNF662","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q70SY1","CREB3L2","Cyclic AMP-responsive element-binding protein 3-like protein 2","CREB3L2","BBF2H7","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7L3S4","ZNF771","Zinc finger protein 771","ZNF771","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7L945","ZNF627","Zinc finger protein 627","ZNF627","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NSC2","SALL1","Sal-like protein 1","SALL1","SAL1","ZNF794","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NSD4","ZNF275","Zinc finger protein 275","ZNF275","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NXT0","ZNF586","Zinc finger protein 586","ZNF586","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NZI7","UBP1","Upstream-binding protein 1","UBP1","LBP1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NZL3","ZNF224","Zinc finger protein 224","ZNF224","BMZF2","KOX22","ZNF233","ZNF255","ZNF27","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9P255","ZNF492","Zinc finger protein 492","ZNF492","KIAA1473","ZNF115","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9P2F9","ZNF319","Zinc finger protein 319","ZNF319","KIAA1388","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UC07","ZNF69","Zinc finger protein 69","ZNF69","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UIH9","KLF15","Krueppel-like factor 15","KLF15","KKLF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UJL9","ZFP69B","Zinc finger protein 69 homolog B","ZFP69B","ZNF643","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UJU2","LEF1","Lymphoid enhancer-binding factor 1","LEF1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UK13","ZNF221","Zinc finger protein 221","ZNF221","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UKS7","IKZF2","Zinc finger protein Helios","IKZF2","HELIOS","ZNFN1A2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2N7","HIF3A","Hypoxia-inducible factor 3-alpha","HIF3A","BHLHE17","MOP7","PASD7","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2Q1","ZNF257","Zinc finger protein 257","ZNF257","BMZF4","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y330","ZBTB12","Zinc finger and BTB domain-containing protein 12","ZBTB12","C6orf46","G10","NG35","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y458","TBX22","T-box transcription factor TBX22","TBX22","TBOX22","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y5R6","DMRT1","Doublesex- and mab-3-related transcription factor 1","DMRT1","DMT1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y5W3","KLF2","Krueppel-like factor 2","KLF2","LKLF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z353","HDX","Highly divergent homeobox","HDX","CXorf43","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96EG3","ZNF837","Zinc finger protein 837","ZNF837","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96IQ9","ZNF414","Zinc finger protein 414","ZNF414","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96JL9","ZNF333","Zinc finger protein 333","ZNF333","KIAA1806","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96JS3","PGBD1","PiggyBac transposable element-derived protein 1","PGBD1","hucep-4","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96MR9","ZNF560","Zinc finger protein 560","ZNF560","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96MX3","ZNF48","Zinc finger protein 48","ZNF48","ZNF553","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96PE6","ZIM3","Zinc finger imprinted 3","ZIM3","ZNF657","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99697","PITX2","Pituitary homeobox 2","PITX2","ARP1","RGS","RIEG","RIEG1","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99801","NKX3-1","Homeobox protein Nkx-3.1","NKX3-1","NKX3.1","NKX3A","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99958","FOXC2","Forkhead box protein C2","FOXC2","FKHL14","MFH1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BRP0","OVOL2","Transcription factor Ovo-like 2","OVOL2","ZNF339","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BS34","ZNF670","Zinc finger protein 670","ZNF670","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BTP6","ZBED2","Zinc finger BED domain-containing protein 2","ZBED2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BYN7","ZNF341","Zinc finger protein 341","ZNF341","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BZE0","GLIS2","Zinc finger protein GLIS2","GLIS2","NKL","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H2C1","LHX5","LIM/homeobox protein Lhx5","LHX5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H2P0","ADNP","Activity-dependent neuroprotector homeobox protein","ADNP","ADNP1","KIAA0784","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H3D4","TP63","Tumor protein 63","TP63","KET","P63","P73H","P73L","TP73L","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H582","ZNF644","Zinc finger protein 644","ZNF644","KIAA1221","ZEP2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H5V7","IKZF5","Zinc finger protein Pegasus","IKZF5","ZNFN1A5","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H8G1","ZNF430","Zinc finger protein 430","ZNF430","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HAH1","ZNF556","Zinc finger protein 556","ZNF556","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HAP2","MLXIP","MLX-interacting protein","MLXIP","BHLHE36","KIAA0867","MIR","MONDOA","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HB58","SP110","Sp110 nuclear body protein","SP110","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5JT82","KLF17","Krueppel-like factor 17","KLF17","ZNF393","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q63HK3","ZKSCAN2","Zinc finger protein with KRAB and SCAN domains 2","ZKSCAN2","ZNF694","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6DJT9","PLAG1","Zinc finger protein PLAG1","PLAG1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6PF04","ZNF613","Zinc finger protein 613","ZNF613","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6PIV2","FOXR1","Forkhead box protein R1","FOXR1","FOXN5","DLNB13","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A0A0U1RQI7","KLF18","Kruppel-like factor 18","KLF18","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A0PJY2","FEZF1","Fez family zinc finger protein 1","FEZF1","FEZ","ZNF312B","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A6NNF4","ZNF726","Zinc finger protein 726","ZNF726","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A8MT65","ZNF891","Zinc finger protein 891","ZNF891","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A8MXY4","ZNF99","Zinc finger protein 99","ZNF99","C19orf9","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A1YPR0","ZBTB7C","Zinc finger and BTB domain-containing protein 7C","ZBTB7C","APM1","ZBTB36","ZNF857C","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","C9JN71","ZNF878","Zinc finger protein 878","ZNF878","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","B7Z6K7","ZNF814","Zinc finger protein 814","ZNF814","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5SQQ9","VAX1","Ventral anterior homeobox 1","VAX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5T1R4","HIVEP3","Transcription factor HIVEP3","HIVEP3","KBP1","KIAA1555","KRC","ZAS3","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5T619","ZNF648","Zinc finger protein 648","ZNF648","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5TA89","HES5","Transcription factor HES-5","HES5","BHLHB38","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5TC79","ZBTB37","Zinc finger and BTB domain-containing protein 37","ZBTB37","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5TYW1","ZNF658","Zinc finger protein 658","ZNF658","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5VV52","ZNF691","Zinc finger protein 691","ZNF691","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5VZB9","DMRTA1","Doublesex- and mab-3-related transcription factor A1","DMRTA1","DMO","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6BEB4","SP5","Transcription factor Sp5","SP5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6IQ32","ADNP2","Activity-dependent neuroprotector homeobox protein 2","ADNP2","KIAA0863","ZNF508","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6NX49","ZNF544","Zinc finger protein 544","ZNF544","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6P3V2","ZNF585A","Zinc finger protein 585A","ZNF585A","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6P9A3","ZNF549","Zinc finger protein 549","ZNF549","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
