Entry	Name	GO annotations	Interpro domains	DeepTF score	GO annotations no IEA
P42694	HELZ	GO:0003723 GO:0003723 GO:0003723 GO:0004386 GO:0005515 GO:0005524 GO:0016787 GO:0046872 GO:0035194 GO:0005829 GO:0043186 GO:0005634 GO:0016020	IPR041679;IPR041677;IPR027417;IPR000571;IPR036855;	NA	GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0035194 GO:0005829 GO:0043186 GO:0016020
P42704	LRPPRC	GO:0051015 GO:0005739 GO:0003697 GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008017 GO:0031625 GO:0048487 GO:0000961 GO:0047497 GO:0051028 GO:0070129 GO:0000794 GO:0005634 GO:0005634 GO:0005637 GO:0005640 GO:0005654 GO:0005739 GO:0005739 GO:0005856 GO:0005874 GO:0016020 GO:0042645 GO:0048471 GO:1990904	IPR033490;IPR002885;IPR033443;IPR011990;	NA	GO:0051015 GO:0005739 GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008017 GO:0031625 GO:0048487 GO:0047497 GO:0000794 GO:0005634 GO:0005634 GO:0005739 GO:0005739 GO:0005856 GO:0005874 GO:0016020 GO:0042645 GO:0048471
P42771	CDKN2A	GO:0045736 GO:0003723 GO:0004861 GO:0004861 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019901 GO:0051059 GO:0001953 GO:0007049 GO:0007265 GO:0008285 GO:0008285 GO:0008285 GO:0008285 GO:0030308 GO:0032088 GO:0034393 GO:0042326 GO:0042326 GO:0045736 GO:0045892 GO:0051726 GO:0051726 GO:0090398 GO:0090399 GO:2000045 GO:2000111 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0035985	IPR020683;IPR036770;	0.0087	GO:0045736 GO:0003723 GO:0004861 GO:0004861 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019901 GO:0051059 GO:0001953 GO:0007265 GO:0008285 GO:0008285 GO:0008285 GO:0008285 GO:0030308 GO:0032088 GO:0034393 GO:0042326 GO:0042326 GO:0045736 GO:0045892 GO:0051726 GO:0051726 GO:0090398 GO:0090399 GO:2000045 GO:2000111 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0035985
P42772	CDKN2B	GO:0004861 GO:0004861 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019901 GO:0019901 GO:0000079 GO:0001889 GO:0007049 GO:0008285 GO:0014070 GO:0030219 GO:0030511 GO:0030858 GO:0031668 GO:0031670 GO:0034097 GO:0042326 GO:0045736 GO:0048536 GO:0050680 GO:0060253 GO:0070316 GO:0071560 GO:0090398 GO:2000134 GO:0005634 GO:0005634 GO:0005737 GO:0005737 GO:0005829 GO:0005829 GO:0005829	IPR020683;IPR036770;	0.0099	GO:0004861 GO:0004861 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019901 GO:0019901 GO:0000079 GO:0008285 GO:0030219 GO:0030511 GO:0031668 GO:0031670 GO:0042326 GO:0050680 GO:0070316 GO:0090398 GO:0005634 GO:0005634 GO:0005737 GO:0005737 GO:0005829 GO:0005829 GO:0005829
P43146	DCC	GO:0004888 GO:0005042 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0001764 GO:0006915 GO:0007409 GO:0007411 GO:0010977 GO:0021965 GO:0033563 GO:0033564 GO:0038007 GO:0048671 GO:0098609 GO:0099170 GO:1901214 GO:2000171 GO:0005886 GO:0009986 GO:0044295 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0098685 GO:0099061	IPR033012;IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR010560;	NA	GO:0004888 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0001764 GO:0007409 GO:0007411 GO:0010977 GO:0048671 GO:0098609 GO:1901214 GO:2000171 GO:0005886 GO:0009986 GO:0044295 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886
P43243	MATR3	GO:0003170 GO:0003281 GO:0003723 GO:0003723 GO:0003723 GO:0005198 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0035198 GO:0042802 GO:0042802 GO:0002218 GO:0010608 GO:0045087 GO:0005634 GO:0005637 GO:0016020 GO:0016363	IPR034928;IPR034930;IPR000690;IPR003604;IPR012677;IPR035979;IPR000504;	0.3621	GO:0003170 GO:0003281 GO:0003723 GO:0003723 GO:0003723 GO:0005198 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0035198 GO:0042802 GO:0042802 GO:0002218 GO:0010608 GO:0005634 GO:0005637 GO:0016020
P43246	MSH2	GO:0006298 GO:0006298 GO:0006298 GO:0000287 GO:0000400 GO:0000400 GO:0003690 GO:0003697 GO:0005524 GO:0030983 GO:0030983 GO:0030983 GO:0030983 GO:0032137 GO:0032137 GO:0032137 GO:0032139 GO:0032142 GO:0032142 GO:0032143 GO:0032143 GO:0032181 GO:0032181 GO:0032357 GO:0032357 GO:0032357 GO:0032405 GO:0032405 GO:0043531 GO:0000406 GO:0003677 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008022 GO:0008094 GO:0008094 GO:0016887 GO:0019237 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019901 GO:0032137 GO:0042803 GO:0001701 GO:0002204 GO:0006119 GO:0006281 GO:0006298 GO:0006298 GO:0006298 GO:0006301 GO:0006301 GO:0006302 GO:0006310 GO:0007281 GO:0008340 GO:0008584 GO:0010165 GO:0010224 GO:0016446 GO:0016447 GO:0019724 GO:0030183 GO:0031573 GO:0042771 GO:0043524 GO:0043570 GO:0043570 GO:0045190 GO:0045910 GO:0045910 GO:0045910 GO:0048298 GO:0048304 GO:0051096 GO:0071168 GO:0000781 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0016020 GO:0032301 GO:0032302 GO:0032300 GO:0032301 GO:0032301 GO:0032301 GO:0032302 GO:0032302	IPR011184;IPR007695;IPR000432;IPR007861;IPR007696;IPR016151;IPR036187;IPR007860;IPR032642;IPR036678;IPR027417;	0.0063	GO:0006298 GO:0006298 GO:0006298 GO:0000287 GO:0000400 GO:0000400 GO:0003690 GO:0003697 GO:0005524 GO:0030983 GO:0030983 GO:0030983 GO:0030983 GO:0032137 GO:0032137 GO:0032137 GO:0032139 GO:0032142 GO:0032142 GO:0032143 GO:0032143 GO:0032181 GO:0032181 GO:0032357 GO:0032357 GO:0032357 GO:0032405 GO:0032405 GO:0043531 GO:0000406 GO:0003677 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008022 GO:0008094 GO:0008094 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019899 GO:0019901 GO:0032137 GO:0042803 GO:0002204 GO:0006281 GO:0006298 GO:0006298 GO:0006298 GO:0006301 GO:0006301 GO:0006310 GO:0008584 GO:0010165 GO:0010224 GO:0016447 GO:0019724 GO:0030183 GO:0042771 GO:0043524 GO:0043570 GO:0043570 GO:0045190 GO:0045910 GO:0045910 GO:0045910 GO:0051096 GO:0071168 GO:0000781 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0016020 GO:0032301 GO:0032302 GO:0032300 GO:0032301 GO:0032301 GO:0032301 GO:0032302 GO:0032302
P43268	ETV4	GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0005515 GO:0005515 GO:1990837 GO:0006357 GO:0030154 GO:0045618 GO:0045944 GO:0005634 GO:0005654 GO:0005654 GO:0005694 GO:0005730 GO:0000785	IPR000418;IPR006715;IPR036388;IPR036390;	0.9908	GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0005515 GO:0005515 GO:1990837 GO:0006357 GO:0030154 GO:0045618 GO:0045944 GO:0005634 GO:0005654 GO:0005654 GO:0005694 GO:0005730 GO:0000785
P43354	NR4A2	GO:0031668 GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0004879 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008013 GO:0008013 GO:0008270 GO:0035259 GO:0046965 GO:0046982 GO:1990837 GO:0000122 GO:0000122 GO:0001666 GO:0001764 GO:0001975 GO:0006351 GO:0006357 GO:0007165 GO:0008344 GO:0009791 GO:0021952 GO:0021953 GO:0021986 GO:0030522 GO:0034599 GO:0042053 GO:0042416 GO:0042551 GO:0043085 GO:0043524 GO:0043576 GO:0045444 GO:0045944 GO:0045944 GO:0051866 GO:0060070 GO:0071376 GO:0071376 GO:0071542 GO:0071542 GO:1904948 GO:1904948 GO:1904948 GO:1904948 GO:2001234 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005737 GO:0016607 GO:0000785 GO:0005667 GO:0032991	IPR035500;IPR003070;IPR000536;IPR001723;IPR003073;IPR001628;IPR013088;	0.9746	GO:0031668 GO:0000978 GO:0000981 GO:0000981 GO:0001228 GO:0003677 GO:0004879 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008013 GO:0008013 GO:0035259 GO:0046965 GO:0046982 GO:1990837 GO:0000122 GO:0000122 GO:0001764 GO:0006351 GO:0006357 GO:0007165 GO:0021953 GO:0045444 GO:0045944 GO:0045944 GO:0060070 GO:0071376 GO:0071376 GO:0071542 GO:0071542 GO:1904948 GO:1904948 GO:1904948 GO:1904948 GO:2001234 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0016607 GO:0000785 GO:0005667 GO:0032991
P43355	MAGEA1	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042826 GO:0042826 GO:0000122 GO:0000122 GO:0045746 GO:0005634 GO:0005634 GO:0005737 GO:0005886	IPR037445;IPR021072;IPR041898;IPR041899;IPR030093;IPR002190;	0.0713	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042826 GO:0042826 GO:0000122 GO:0000122 GO:0045746 GO:0005634 GO:0005634 GO:0005737 GO:0005886
P43356	MAGEA2,MAGEA2B	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0031625 GO:0042826 GO:0042826 GO:0140297 GO:0000122 GO:0000122 GO:0033234 GO:0044257 GO:0051443 GO:0072331 GO:0090398 GO:1901984 GO:0005634 GO:0005634 GO:0016605	IPR037445;IPR021072;IPR041898;IPR041899;IPR030103;IPR002190;	0.0128	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0031625 GO:0042826 GO:0042826 GO:0140297 GO:0000122 GO:0000122 GO:0033234 GO:0044257 GO:0051443 GO:0072331 GO:0090398 GO:1901984 GO:0005634 GO:0005634 GO:0016605
P43405	SYK	GO:0006606 GO:0051090 GO:0001784 GO:0001784 GO:0001784 GO:0004672 GO:0004672 GO:0004674 GO:0004712 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004715 GO:0004715 GO:0004715 GO:0004715 GO:0004715 GO:0005102 GO:0005102 GO:0005178 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016170 GO:0019901 GO:0019902 GO:0035325 GO:0042169 GO:0043274 GO:0043274 GO:0097110 GO:0001525 GO:0001775 GO:0001945 GO:0002092 GO:0002223 GO:0002223 GO:0002250 GO:0002250 GO:0002281 GO:0002281 GO:0002283 GO:0002283 GO:0002366 GO:0002554 GO:0002862 GO:0006468 GO:0007159 GO:0007169 GO:0007229 GO:0007229 GO:0009887 GO:0010543 GO:0010803 GO:0018105 GO:0018108 GO:0018108 GO:0018108 GO:0018108 GO:0018108 GO:0018108 GO:0019370 GO:0030154 GO:0030168 GO:0030593 GO:0031334 GO:0031623 GO:0032481 GO:0032725 GO:0032733 GO:0032735 GO:0032752 GO:0032753 GO:0032755 GO:0032757 GO:0032760 GO:0032928 GO:0032930 GO:0033630 GO:0033630 GO:0035556 GO:0035556 GO:0035556 GO:0035556 GO:0035556 GO:0038063 GO:0038095 GO:0038096 GO:0038096 GO:0038156 GO:0042742 GO:0043280 GO:0043306 GO:0043313 GO:0043366 GO:0043507 GO:0045087 GO:0045087 GO:0045579 GO:0045579 GO:0045588 GO:0045780 GO:0046638 GO:0046641 GO:0046777 GO:0048514 GO:0050731 GO:0050764 GO:0050850 GO:0050853 GO:0050853 GO:0050853 GO:0051712 GO:0070372 GO:0071226 GO:0071396 GO:0071404 GO:0071639 GO:0090237 GO:0090330 GO:0090330 GO:0120162 GO:1990858 GO:0031234 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0032009 GO:0019815 GO:0032991 GO:0042101	IPR011009;IPR023420;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR035838;IPR008266;IPR020635;IPR012234;	0.0139	GO:0006606 GO:0051090 GO:0001784 GO:0001784 GO:0001784 GO:0004672 GO:0004672 GO:0004674 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004713 GO:0004715 GO:0004715 GO:0004715 GO:0004715 GO:0004715 GO:0005102 GO:0005102 GO:0005178 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016170 GO:0043274 GO:0043274 GO:0097110 GO:0001775 GO:0001945 GO:0002223 GO:0002223 GO:0002250 GO:0002250 GO:0002281 GO:0002281 GO:0002283 GO:0002283 GO:0002366 GO:0002554 GO:0002862 GO:0006468 GO:0007159 GO:0007169 GO:0007229 GO:0007229 GO:0009887 GO:0010543 GO:0010803 GO:0018108 GO:0018108 GO:0018108 GO:0018108 GO:0018108 GO:0018108 GO:0030154 GO:0030168 GO:0030593 GO:0031334 GO:0031623 GO:0032733 GO:0032735 GO:0032753 GO:0032755 GO:0032757 GO:0032760 GO:0032928 GO:0032930 GO:0033630 GO:0033630 GO:0035556 GO:0035556 GO:0035556 GO:0035556 GO:0035556 GO:0038095 GO:0038096 GO:0038096 GO:0038156 GO:0042742 GO:0043280 GO:0043306 GO:0043313 GO:0045087 GO:0045087 GO:0045579 GO:0045579 GO:0045780 GO:0046641 GO:0048514 GO:0050764 GO:0050853 GO:0050853 GO:0050853 GO:0051712 GO:0070372 GO:0071226 GO:0071396 GO:0071404 GO:0071639 GO:0090237 GO:0090330 GO:0090330 GO:0120162 GO:1990858 GO:0031234 GO:0005634 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0032009 GO:0032991 GO:0042101
P43489	TNFRSF4	GO:0001618 GO:0005031 GO:0005515 GO:0002639 GO:0006954 GO:0006955 GO:0030890 GO:0033209 GO:0042098 GO:0043433 GO:0045892 GO:0046718 GO:0009897 GO:0005886 GO:0005887 GO:0009986	IPR001368;IPR020445;IPR034022;	0.0104	GO:0005031 GO:0005515 GO:0002639 GO:0006954 GO:0006955 GO:0030890 GO:0042098 GO:0043433 GO:0045892 GO:0009897 GO:0005886 GO:0005887 GO:0009986
P43686	PSMC4	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0016887 GO:0036402 GO:0001824 GO:0006508 GO:0043161 GO:1901800 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0016020 GO:0000502 GO:0008540 GO:0022624	IPR005937;IPR003593;IPR041569;IPR003959;IPR003960;IPR027417;IPR032501;IPR035256;	0.009	GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0036402 GO:0006508 GO:0043161 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0016020 GO:0000502 GO:0008540 GO:0022624
